jobProfileName,candidateResidenceCountry,candidateCivilStatus,candidateBirthCountry,salary,lastWorkCompany,lastWorkCountry,lastWorkArea,lastWorkName,yearsOfExperience,worksNumber,lastEducationCompany,lastEducationCountry,lastEducationArea,lastEducationName,lastEducationStatus,lastEducationDegree,yearsOfStudy,studiesNumber,technicalSkills,languages,otherSkills,hired
Analista Funcional,Peru,Soltero/A,Peru,2000,Global Hitss Peru S.A.C.,Peru,Analisis Funcional,Analista Funcional,4,2,Datacamp,Peru,Telecomunicaciones,Analista De Datos En Sql Server,Graduado,Otro,5,2,1,1,12,0
Especialista Cloud,Peru,Soltero/A,Peru,1600,Hp Inc Peru S.R.L - Cliente Bcp,Peru,Soporte Tecnico,Gestor De Datos,3,5,Gamor,Peru,Telecomunicaciones,Ccna,En Curso,Otro,4,12,8,3,15,1
Jefe De Proyecto - Modern Workplace,Peru,Soltero/A,Peru,6000,Telefonica Del Peru,Peru,Telecomunicaciones,Service Manager,7,10,Fortinet,Peru,Telecomunicaciones,Ns 3 ( Network Security Associate - Fortinet ),Graduado,Otro,14,29,9,1,31,0
Ejecutivo Comercial,Peru,Divorciado/A,Peru,4000,Optical Network (Win),Peru,Ventas,Jefe De Cuentas Y Servicios,12,7,Nse Institute Fortinet,Peru,Telecomunicaciones,"Certificacion Nse 1, 2 Y 3",Graduado,Otro,5,4,3,1,0,0
Ejecutivo Comercial,Peru,Divorciado/A,Peru,4500,Optical Network (Win),Peru,Ventas,Jefe De Cuentas Y Servicios,11,7,Nse Institute Fortinet,Peru,Telecomunicaciones,"Certificacion Nse 1, 2 Y 3",Graduado,Otro,5,4,3,1,0,0
Pre-Venta - Cloud Computing,Peru,Soltero/A,Peru,4000,Fractalia S.A.C,Peru,Redes,Ing. Residente,6,11,Universidad Nacional Tecnologica De Lima Sur,Peru,Telecomunicaciones,Ing. Electronica Y Telecomunicaciones,Graduado,Universitario,6,1,18,1,3,0
Analista De Soluciones Ti,Peru,Soltero/A,Peru,2500,Canvia S.A.C.,Peru,Programacion,Programador Java Jr.,13,16,Inictel - Uni,Peru,Telecomunicaciones,Profesional En Ingenieria De Telematica.,Graduado,Terciario/Tecnico,4,1,9,2,5,1
Cloud Specialist,Peru,Soltero/A,Peru,2500,Zegel Ipae,Peru,Tecnologias De La Informacion,Administrador Plataforma,8,10,Ebd,Peru,Telecomunicaciones,Taller De Especializacion En Ciberdefensa,Graduado,Otro,10,5,14,1,2,0
Especialista En Office 365,Peru,Soltero/A,Peru,2500,Zegel Ipae,Peru,Tecnologias De La Informacion,Administrador Plataforma,8,10,Ebd,Peru,Telecomunicaciones,Taller De Especializacion En Ciberdefensa,Graduado,Otro,10,5,14,1,2,0
Analista De Sistemas,Peru,Soltero/A,Peru,4500,America Movil Peru S.A.C.,Peru,Liderazgo De Proyecto,Analista Sr. Ti,7,7,Ericsson,Peru,Telecomunicaciones,Cbio 16 Catalog Manager And Order Care Advanced,Graduado,Otro,12,11,27,2,0,0
Analista De Ciberseguridad,Peru,Soltero/A,Peru,3500,Cimacom Data,Peru,Telecomunicaciones,Ingeniero De Implementacion De Proyectos De Ti,10,7,New Horizons,Peru,Telecomunicaciones,Certificacion Itil V3.,En Curso,Otro,30,8,9,1,1,0
Especialista En Analitica,Peru,Soltero/A,Peru,4500,Transicion Profesional,Peru,Desarrollo De Negocios,Consultoria De Negocios,9,7,Universidad Nacional Exp De Guayana,Venezuela,Telecomunicaciones,Diplomado En Tecnologias De La Telecomunicaciones,Graduado,Universitario,6,2,0,3,0,0
Jefe De Proyecto - Analytics & Ai,Peru,Soltero/A,Peru,4500,Transicion Profesional,Peru,Desarrollo De Negocios,Consultoria De Negocios,9,7,Universidad Nacional Exp De Guayana,Venezuela,Telecomunicaciones,Diplomado En Tecnologias De La Telecomunicaciones,Graduado,Universitario,6,2,0,3,0,0
Community Manger,Peru,Soltero/A,Peru,2500,Ics Mediagroup / Ics-Digital,Reino Unido,Marketing,Redactor Seo,9,3,Conmebol,Peru,Telecomunicaciones,Analista De Rendimiento En Futbol,Graduado,Otro,4,2,0,1,1,0
Practicante Desarrollador .Net / Sharepoint,Peru,Soltero/A,Peru,1000,Ciberyolanda,Peru,Internet,Encargado De Ciber,2,3,Instituto Cibertec,Peru,Diseno Grafico,Diseno De Videojuegos,En Curso,Terciario/Tecnico,3,2,2,1,1,0
Analista De Calidad,Peru,Soltero/A,Peru,3000,Varias,Peru,Liderazgo De Proyecto,Consultor De Sistemas.,17,7,Instituto Cibertec,Peru,Diseno Grafico,Diseno De Videojuegos,En Curso,Terciario/Tecnico,7,4,14,1,21,0
Programador Frontend,Peru,Soltero/A,Peru,3500,Inmobitec,Peru,Programacion,Disenadora Y Programadora Web,5,8,Universidad Tecnologica Del Peru,Peru,Diseno Grafico,Bachiller En Ingenieria De Diseno Grafico,Graduado,Universitario,11,2,26,1,12,0
Asistente De Servicios Ti,Peru,Soltero/A,Peru,1500,Corporacion Sapia S.A.,Peru,Tecnologia / Sistemas,Soporte Mesa De Ayuda,16,15,,Peru,Diseno Grafico,Tecnico En Diseno Grafico,Abandonado,Terciario/Tecnico,3,3,5,1,2,0
Disenador Ux,Peru,Soltero/A,Peru,1,,,,,0,0,Instituto Superior Tecnologico Idat,Peru,Diseno Grafico,Tecnico En Diseno Grafico,En Curso,Terciario/Tecnico,3,1,0,1,16,0
Community Manger,Peru,Soltero/A,Peru,2500,Grupo Rohcaz Constructora E Inmmobiliaria S.A.C,Peru,Community Management,Community Manager,4,8,Instituto San Ignacio De Loyola,Peru,Diseno Grafico,Tecnico En Diseno Grafico,Graduado,Terciario/Tecnico,4,1,2,1,1,0
Asistente Comercial Jr,Peru,Soltero/A,Peru,2000,Malabar Producciones,Peru,Relaciones Institucionales/Publicas,Coordinadora De Eventos,18,13,,Peru,Diseno Grafico,Diseno Grafico,Graduado,Otro,5,2,2,1,1,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,2000,Malabar Producciones,Peru,Relaciones Institucionales/Publicas,Coordinadora De Eventos,18,13,,Peru,Diseno Grafico,Diseno Grafico,Graduado,Otro,5,2,2,1,1,0
Disenador Ux,Peru,Soltero/A,Peru,4700,Banco De Credito Del Peru - Bcp,Peru,Diseno Web,Disenador Ui,7,5,Ucal,Peru,Diseno Grafico,Diseno Grafico,Graduado,Universitario,6,1,2,1,4,0
Disenador Ux,Peru,Soltero/A,Peru,5500,Banco De Credito Del Peru - Bcp,Peru,Diseno Web,Disenador Ui,7,5,Ucal,Peru,Diseno Grafico,Diseno Grafico,Graduado,Universitario,6,1,2,1,4,0
Analista Programador - Xamarin,Peru,Soltero/A,Peru,1300,Depilzone,Peru,Diseno Grafico,Diseno Grafico,5,5,Instituto Superior Tecnologico Idat,Peru,Diseno Grafico,Disenador Grafico,Graduado,Terciario/Tecnico,7,1,0,1,1,0
Desarrollador Php,Peru,Casado/A,Peru,3500,Artek Proyectos,Peru,Sistemas,Analista De Sistemas,27,6,Universidad Mayor De San Marcos,Peru,Diseno Grafico,Disenador Grafico,Graduado,Otro,8,2,19,1,4,1
Disenador Ux,Peru,Soltero/A,Peru,2000,Zona Grafica,Peru,Diseno Grafico,Disenador Grafico,1,2,Senati,Peru,Diseno Grafico,Disenador Grafico,Graduado,Terciario/Tecnico,2,1,0,0,0,0
Community Manger,Peru,Casado/A,Peru,2500,Huemura,Peru,Marketing,Coordinador De Marketing E Imagen Institucional,9,12,Ipad - Instituto Peruano De Arte Y Diseno,Peru,Diseno Grafico,Disenador Grafico,Graduado,Terciario/Tecnico,7,2,2,3,5,0
Disenador Ux,Peru,Soltero/A,Peru,2500,Itbcp Consultores En Tecnologias,Peru,Diseno Grafico,Disenadora Grafica &Amp; Marketing Digital,5,2,Universidad Cesar Vallejo,Peru,Diseno Grafico,Arte Y Diseno Grafico Empresarial,Graduado,Universitario,5,2,5,1,11,0
Disenador Ux,Peru,Soltero/A,Peru,1200,Publiultra,Peru,Diseno Web,Disenador Ui/Ux,1,5,Universidad Cesar Vallejo,Peru,Diseno Grafico,Arte Y Diseno Grafico Empresarial,Graduado,Universitario,7,1,5,1,4,0
Disenador Ux,Peru,Soltero/A,Peru,1500,Im Ingenieria Y Manufactura,Peru,Produccion,Disenador Industrial Y Programador Cnc,9,2,Universidad Cesar Vallejo,Peru,Diseno Grafico,Arte Y Diseno Grafico Empresarial,Graduado,Universitario,11,2,10,1,9,0
Disenador Ux,Peru,Soltero/A,Peru,2800,Atento Peru,Peru,Diseno Multimedia,Disenador Multimedia,8,8,Universidad Del Pacifico,Peru,Diseno Grafico,Cx - Customer Experience And Engagement,Graduado,Master,5,6,5,2,1,0
Disenador Ux,Peru,Soltero/A,Peru,2800,Atento Peru,Peru,Diseno Multimedia,Disenador Multimedia,8,8,Universidad Del Pacifico,Peru,Diseno Grafico,Cx - Customer Experience And Engagement,Graduado,Master,5,6,5,2,1,0
Disenador Ux,Peru,Soltero/A,Peru,3500,Atento Peru,Peru,Diseno Multimedia,Disenador Multimedia,9,8,Universidad Del Pacifico,Peru,Diseno Grafico,Cx - Customer Experience And Engagement,Graduado,Master,5,6,5,2,1,0
Disenador Ux,Peru,Soltero/A,Peru,2800,Atento Peru,Peru,Diseno Multimedia,Disenador Multimedia,8,8,Universidad Del Pacifico,Peru,Diseno Grafico,Cx - Customer Experience And Engagement,Graduado,Master,5,6,5,2,1,0
Disenador Ux,Peru,Soltero/A,Peru,3000,Fundacion Bernard Van Leer Y Municipalidad De Lima,Peru,Diseno Grafico,Graphic Designer,5,9,Pontificia Universidad Catolica Del Peru,Peru,Diseno Grafico,Bachiller En Arte Con Mencion En Diseno Grafico,Graduado,Universitario,7,1,1,1,15,0
Community Manger,Peru,Soltero/A,Peru,1800,Pontificia Universidad Catolica Del Peru,Peru,Comunicacion,Practicante De Comunicacion Audiovisual Pucp,1,2,Instituto Superior Sise,Peru,Diseno Grafico,Edicion Y Post Produccion De Video,En Curso,Otro,14,4,4,1,3,0
Disenador Ux,Peru,Soltero/A,Peru,7500,Consorcio Hbo Sac,Peru,Liderazgo De Proyecto,Product Design / Strategy Comercial / Ux,9,1,Platzi,Peru,Diseno Grafico,Desarrollo De Productos Con Metodologia Lean,Graduado,Otro,1,1,0,0,0,0
Analista De Calidad,Peru,Soltero/A,Peru,1300,Digital Learning Hub,Peru,Diseno Grafico,Disenador,9,5,Instituto San Ignacio De Loyola,Peru,Diseno Grafico,Animacion 3D Y Efectos Especiales,En Curso,Universitario,10,4,0,1,4,0
Disenador Ux,Peru,Soltero/A,Peru,0,,,,,0,0,Instituto Peruano De Accion Empresarial - Ipae,Peru,Diseno Grafico,Diseno Grafico,En Curso,Terciario/Tecnico,1,1,0,0,4,0
Disenador Ux,Peru,,Peru,1800,,,,,0,0,Universidad Catolica Santa Maria,Peru,Diseno Grafico,Publicidad,Graduado,Otro,4,1,4,1,1,0
Disenador Ux,Peru,Soltero/A,Peru,2500,Connect Latam,Peru,Marketing,Asistente De Diseno Y Marketing,3,5,Google,Peru,Diseno Grafico,Ux User Experience,En Curso,Otro,8,8,8,2,0,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,5000,Auna - Grupo Salud Del Peru,Peru,Tecnologias De La Informacion,Analista De Produccion Ti,5,5,Instituto De Educacion Superior Leonardo Da Vinci - Trujillo,Peru,Diseno Grafico,Diseno Grafico,Graduado,Terciario/Tecnico,9,3,9,1,4,1
Disenador Ux,Peru,Soltero/A,Peru,3500,Sinergia Latam,Peru,Diseno Grafico,Disenador Grafico,1,2,Instituto Superior De Comunicacion Y Diseno Toulouse Lautrec,Peru,Diseno Grafico,"Ux/Ui Designer, Certificado",Graduado,Otro,5,3,0,2,10,0
Disenador Ux,Peru,Soltero/A,Peru,2500,Farmacias Peruanas S.A.,Peru,Marketing,Disenador Grafico Jr.,3,4,Instituto Superior De Comunicacion Y Diseno Toulouse Lautrec,Peru,Diseno Grafico,Ux/Ui Designer: Experiencia De Usuario,Graduado,Otro,6,2,5,1,5,0
Asistente De Recursos Humanos,Peru,Soltero/A,Peru,3500,Proyecto Independiente,Peru,Psicologia,Terapeuta De Bienestar Integral,5,5,Instituto Superior De Comunicacion Y Diseno Toulouse Lautrec,Peru,Diseno Grafico,Grafica Digital,Graduado,Terciario/Tecnico,6,3,5,2,2,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,3500,Tesacom Peru S.A.C.,Peru,Desarrollo De Negocios,Ejecutivo Senior De Cuentas Corporativas,6,4,Ipad - Instituto Peruano De Arte Y Diseno,Peru,Diseno Grafico,Egresado Del Curso De Arte Y Diseno (Ipad),Graduado,Posgrado,8,2,1,1,1,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,2500,Teb,Peru,E-Commerce,Cofundador De Teb,1,3,Mott Centro De Especializacion Digital,Peru,Diseno Grafico,Adobe Ilustrator Y Photoshop,Graduado,Otro,10,4,0,1,2,0
Ejecutivo Comercial,Peru,,Peru,1000,Multiavisa Sac,Peru,Ventas,Ejecutiva De Cuentas,36,3,Istp Maria Rosario Araoz Pinto,Peru,Diseno Grafico,Diseno Publicitario,Graduado,Terciario/Tecnico,2,1,1,1,0,0
Ejecutivo Comercial,Peru,Divorciado/A,Peru,3000,Verisure Peru Sac,Peru,Comercial,Especialista De Seguridad Y Alarmas,22,10,Escuela Superior De Marketing Adv Peru,Peru,Diseno Grafico,Diseno Publicitario,Graduado,Otro,3,1,4,1,1,0
Disenador Ux,Peru,Soltero/A,Peru,2500,Ariadna,Peru,Diseno Grafico,Disenador Grafico / Disenador Digital / Animador D,5,4,Instituto Superior De Comunicacion Y Diseno Toulouse Lautrec,Peru,Diseno Grafico,Experiencia De Usuario,Graduado,Otro,8,3,4,1,8,0
Community Manger,Peru,Soltero/A,Peru,2000,Exact S.A.C - Empresa Especialista En Gestion Documental,Peru,Logistica,Operario De Pisos Y Mesa De Partes,2,4,Instituto Leo Design,Peru,Diseno Grafico,Director De Arte,En Curso,Terciario/Tecnico,6,1,9,1,7,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,1500,Cryptocash,Peru,Desarrollo De Negocios,Asesora De Negocios,10,6,Istp Maria Rosario Araoz Pinto,Peru,Diseno Grafico,Disenadora Publicitaria,Graduado,Terciario/Tecnico,2,1,1,1,3,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,0,It Data Consulting,Peru,Ventas,Senior Commercial Executive,9,9,Escuela De Diseno Grafico Y Comunicacion Publicitaria &Quot;Esantec&Quot;,Peru,Diseno Grafico,Direccion Y Diseno Grafico,En Curso,Terciario/Tecnico,16,2,2,1,1,0
Community Manger,Peru,,Peru,2000,Red De Estudios Para El Desarrollo,Peru,Comunicacion,Asistente De Comunicacion,0,1,Istituto Europeo Di Design,Espana,Diseno Grafico,Branding E Identidad Visual,En Curso,Master,5,2,5,1,1,1
Cloud Specialist,Peru,Casado/A,Peru,5000,Tgestiona Sac,Peru,Ventas,Comercila De Proyectos Ti,5,6,Universidad Nacional De Piura,Peru,Electronica,Ing. Electronico Y Telecomunicaciones,Graduado,Universitario,5,1,0,0,0,0
Gestor De Servicios De Ti,Peru,Soltero/A,Peru,4000,Hotel Sonesta Olivar,Peru,Tecnologia / Sistemas,Coordinador De Sistemas,21,12,Bertrand Rusell,Peru,Electronica,Tecnico En Electronica,Graduado,Terciario/Tecnico,2,1,39,1,1,0
Especialista Electronico Iot,Peru,Soltero/A,Peru,5500,Corporacion Rd Srl,Peru,Liderazgo De Proyecto,Jefe De Operaciones,20,10,Senati,Peru,Electronica,Auxiliar Electronico,Graduado,Terciario/Tecnico,8,2,4,1,6,0
Practicante Iot/Ia,Peru,Soltero/A,Peru,900,Komatsu Mitsui,Peru,Ingenieria Oficina Tecnica / Proyecto,Tecnico Electrico N3,13,9,Universidad De Ingenieria Y Tecnologia - Utec,Peru,Electronica,Estudiante 8Vo Ciclo,En Curso,Universitario,10,7,4,1,1,0
Ejecutivo Comercial,Colombia,Casado/A,Colombia,3500,Convexus S.A.C.,Peru,Tecnologia / Sistemas,Ingeniero De Proyectos,15,2,Universidad Cooperativa De Colombia,Colombia,Electronica,Tecnologo En Electronica,Graduado,Universitario,4,1,3,1,0,0
Ejecutivo Comercial,Colombia,Casado/A,Colombia,4500,Teldat,Peru,Liderazgo De Proyecto,Jefe De Instalaciones Y Soporte,17,4,Universidad Cooperativa De Colombia,Colombia,Electronica,Tecnologo En Electronica,Graduado,Universitario,4,1,3,1,0,0
Ejecutivo Comercial,Colombia,Casado/A,Colombia,4500,Teldat,Peru,Liderazgo De Proyecto,Jefe De Instalaciones Y Soporte,17,4,Universidad Cooperativa De Colombia,Colombia,Electronica,Tecnologo En Electronica,Graduado,Universitario,4,1,3,1,0,0
Cloud Specialist,Peru,Soltero/A,Peru,2000,Constructora P Y F Sac,Peru,Otras Ingenierias,Supervisor,5,8,Ct Brasil,Brasil,Electronica,Entrenamiento,En Curso,Otro,6,3,57,2,25,0
Ejecutivo Comercial,Peru,Divorciado/A,Peru,450,,,,,0,0,Instituto Superior Tecnologico J. Prado,Peru,Electronica,Profesional Tecnico En Electronica,Graduado,Terciario/Tecnico,4,1,7,1,0,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,5000,Textiles Arval,Peru,Comercial,Kam,11,8,Universidad Esan,Peru,Compras Internacionales/Importacion,Logistica Y Operaciones Internacionales,Graduado,Posgrado,8,3,5,1,0,0
Analista Funcional,Peru,Soltero/A,Peru,5500,Camposol S.A.,Peru,Liderazgo De Proyecto,Especialista De Procesos Y Proyectos,11,9,Universidad Privada Del Norte,Peru,Compras Internacionales/Importacion,Logistica,En Curso,Posgrado,10,5,2,1,3,0
Asistente De Pmo,Peru,Soltero/A,Peru,900,China Peak Montain Resort,Estados Unidos,Hoteleria,Atencion Al Cliente,0,1,Instituto Adex,Peru,Compras Internacionales/Importacion,Importacion Y Marketing Digital,Graduado,Otro,3,2,4,1,5,0
Analista Funcional,Venezuela,Soltero/A,Venezuela,0,Samsung Electronics Peru S.A.C.,Peru,Compras Internacionales/Importacion,Analista De Importaciones,5,3,Universidad Privada Alejandro De Humboldt,Venezuela,Compras Internacionales/Importacion,Comercio Internacional,Graduado,Universitario,4,1,3,2,0,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,4500,Enel Distribucion Peru S.A.A.,Peru,Comercial,Coordinador/Especialista De Gestion Energetica,7,6,Universidad Esan,Peru,Electricidad,Especialidad En Regulacion De La Electricidad,En Curso,Posgrado,8,4,1,1,9,0
Ejecutivo Comercial,Peru,,Peru,3500,Tecsur S.A.,Peru,Ingenieria Oficina Tecnica / Proyecto,Analista De Operaciones De Transmision,4,7,Universidad Nacional Del Callao,Peru,Electricidad,Ingenieria Electrica,Graduado,Posgrado,5,1,4,1,5,0
Ejecutivo Comercial,Peru,Casado/A,Peru,3500,Cima Software,Peru,Comercial,Ecm Consulting,7,5,Universidad Esan,Peru,Ventas Internacionales/Exportacion,Diplomado Internacional En Ventas,Graduado,Posgrado,6,3,4,1,3,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,4000,Farmalisto Peru,Peru,Desarrollo De Negocios,Coordinador De Estrategia Comercial,9,6,Universidad Esan,Peru,Ventas Internacionales/Exportacion,Curso Pee Gerencia De Ventas,Graduado,Posgrado,8,6,3,1,5,1
Ejecutivo Comercial,Peru,Casado/A,Peru,6000,Ascensores Schindler Del Peru S.A.,Peru,Ventas,Service Lider Comercial,16,2,Ipm - Instituto Peruano De Marketing,Peru,Ventas Internacionales/Exportacion,Curso De Ventas,Graduado,Otro,0,2,2,2,1,0
Ejecutivo Comercial,Venezuela,Soltero/A,Venezuela,1600,Interforest,Peru,Ventas,Ejecutivo De Ventas,15,7,Instituto Universitario Insular,Venezuela,Ventas Internacionales/Exportacion,Tecnico Superior Universitario En Ventas,Graduado,Universitario,3,1,2,1,0,0
Ejecutivo Comercial,Venezuela,Soltero/A,Venezuela,1500,Perulinux Ng Sac,Peru,Ventas,Ejecutivo Comercial,8,8,Cuartel De Ventas,Peru,Ventas Internacionales/Exportacion,Curso Online De Ventas,En Curso,Otro,16,6,4,1,4,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,1500,Century 21,Peru,Comercial,Consultor De Ventas De Franquicias,14,8,Master Group,Peru,Ventas Internacionales/Exportacion,Visitador Medico,En Curso,Terciario/Tecnico,5,3,1,1,3,0
Practicante Iot/Ia,Peru,Soltero/A,Peru,0,,,,,0,0,Instituto Ricardo Palma,Peru,Farmacia,Visitador Medico,Graduado,Terciario/Tecnico,3,2,0,1,1,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,2500,Blusftein Lab,Peru,Ventas,Visitador Medico,20,5,Clinica Ricardo Palma,Peru,Farmacia,Visitador Medico,En Curso,Terciario/Tecnico,13,2,0,1,0,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,3500,Intelicorp/Intelibusiness,Peru,Ventas,Asesor Tecnico Comercial,11,5,Energy Control Systems,Peru,Ventas Internacionales/Exportacion,Curso De Ventas Internacional,Graduado,Otro,0,1,1,0,1,0
Ejecutivo Comercial,Peru,Soltero/A,Peru,4000,Intelicorp/Intelibusiness,Peru,Ventas,Asesor Tecnico Comercial,11,5,Energy Control Systems,Peru,Ventas Internacionales/Exportacion,Curso De Ventas Internacional,Graduado,Otro,0,1,1,0,1,0
Ejecutivo Comercial,Peru,Casado/A,Peru,5000,Marcae,Peru,Otros,Ejecutivo Comercial/Gerente,49,4,Lima Institute Of Technical Studies,Peru,Ventas Internacionales/Exportacion,Consultor Sap Ventas Y Distribucion,Graduado,Terciario/Tecnico,8,4,0,3,4,0
Asistente Social,Peru,Soltero/A,Peru,3000,Instituto De Seguridad Minera - Isem,Peru,Recursos Humanos,Trabajadora Social,31,17,Universidad Esan,Peru,Trabajo Social,Relaciones Comunitarias Y Rs,Graduado,Posgrado,7,3,3,1,16,0
Asistente Social,Peru,Soltero/A,Peru,4000,Instituto De Seguridad Minera - Isem,Peru,Recursos Humanos,Trabajadora Social,31,17,Universidad Esan,Peru,Trabajo Social,Relaciones Comunitarias Y Rs,Graduado,Posgrado,7,3,3,1,16,0
Asistente Social,Peru,Divorciado/A,Peru,3000,Exact S.A.C - Empresa Especialista En Gestion Documental,Peru,Recursos Humanos,Trabajadora Social,11,4,Universidad Nacional De Trujillo,Peru,Trabajo Social,Lic. En Trabajo Social,Graduado,Universitario,4,1,1,1,1,0
Asistente Social,Peru,Casado/A,Peru,2400,Apm Terminal Inland Services,Peru,Recursos Humanos,Social Worker People Partner,10,8,,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,1,1,2,2,0
Asistente Social,Peru,Soltero/A,Peru,3000,Optical Network (Win),Peru,Recursos Humanos,Trabajadora Social,16,9,Universidad Nacional Federico Villarreal,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,1,4,1,2,0
Asistente Social,Peru,Soltero/A,Peru,3200,Ransa S.A.C,Peru,Recursos Humanos,Trabajadora Social,5,8,Universidad Inca Garcilaso De La Vega,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Posgrado,5,2,2,2,7,0
Asistente Social,Peru,Casado/A,Peru,4500,Consorcio Agua Scm,Peru,Recursos Humanos,Trabajadora Social,6,13,Universidad Inca Garcilaso De La Vega,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,2,4,1,0,0
Asistente Social,Peru,Soltero/A,Peru,4500,Amauta Impresiones S.A.C,Peru,Trabajo Social,Responsable De Bienestar Social,10,7,Universidad Nacional Jose Faustino Sanchez Carrion,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,6,1,0,1,2,0
Asistente Social,Peru,Soltero/A,Peru,3000,Carvajal Tecnologia Y Servicios,Peru,Liderazgo De Proyecto,Analista De Bienestar Social,15,2,Universidad Nacional Federico Villarreal,Peru,Trabajo Social,Bachiller Expedito Al Titulo Profesional,Graduado,Universitario,4,1,1,1,1,0
Asistente Social,Peru,Casado/A,Peru,3000,Textil Del Valle S.A,Peru,Administracion De Personal,Trabajadora Social,10,9,Universidad Nacional Federico Villarreal,Peru,Trabajo Social,Bachiller De Trabajo Social,Graduado,Universitario,4,1,1,1,0,0
Asistente Social,Peru,Soltero/A,Peru,1800,Grupo Tawa,Peru,Recursos Humanos,Trabajadora Social,5,7,Universidad Nacional Federico Villarreal,Peru,Trabajo Social,Bachiller De Trabajo Social,Graduado,Universitario,4,1,1,1,9,0
Asistente Social,Peru,Soltero/A,Peru,0,Iqfarma,Peru,Trabajo Social,Auxiliar De Bienestar,2,5,Universidad Nacional Mayor De San Marcos,Peru,Trabajo Social,Bachiller De Trabajo Social,Graduado,Universitario,4,1,0,1,2,0
Asistente Social,Peru,Soltero/A,Peru,3200,Fundicion Callao,Peru,Trabajo Social,Asistenta Social,9,12,Universidad Nacional Federico Villarreal,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,5,5,1,1,1,0
Asistente Social,Peru,Soltero/A,Peru,4500,Virutex Ilko,Peru,Recursos Humanos,Analista De Bienestar Y Desarrollo,5,6,Universidad Nacional Federico Villarreal,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,1,5,2,5,0
Asistente Social,Peru,Soltero/A,Peru,4500,Clinica Stella Maris,Peru,Salud,Analista De Gestion De Bienestar Social,5,7,Universidad Nacional Federico Villarreal,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,1,5,2,5,0
Asistente Social,Peru,Casado/A,Peru,1111,Club Tennis Las Terrazas Miraflores,Peru,Recursos Humanos,Trabajadora Social,12,8,Universidad Nacional Mayor De San Marcos,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,1,1,1,27,0
Asistente Social,Peru,Soltero/A,Peru,2000,Externa Asesores Empresariales S.A.C.,Peru,Trabajo Social,Supervisora De Cuenta,5,11,Universidad Nacional Mayor De San Marcos,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,1,0,1,0,0
Asistente Social,Peru,Soltero/A,Peru,4500,Alvac Sa,Peru,Recursos Humanos,Trabajadora Social,18,12,Universidad Inca Garcilaso De La Vega,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,1,1,0,2,0
Asistente Social,Peru,Soltero/A,Peru,4500,Alvac Sa,Peru,Recursos Humanos,Trabajadora Social,18,12,Universidad Inca Garcilaso De La Vega,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,1,1,0,2,0
Asistente Social,Peru,Soltero/A,Peru,2900,Iberica De Mantenimiento Sa Sucursal Del Peru,Peru,Recursos Humanos,Trabajadora Social,7,6,Universidad Inca Garcilaso De La Vega,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,4,2,1,1,0,0
Asistente Social,Peru,Casado/A,Peru,0,Instituto Nacional Materno Prenatal,Peru,Trabajo Social,Asistenta Social,7,4,Universidad Inca Garcilaso De La Vega,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Posgrado,4,2,1,1,16,0
Asistente Social,Peru,Casado/A,Peru,3500,Transcorp Industrial Sac,Peru,Administracion De Personal,Asistente Social,6,3,Pontificia Universidad Catolica Del Peru,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,5,1,1,1,4,0
Asistente Social,Peru,Casado/A,Peru,3500,Transcorp Industrial Sac,Peru,Administracion De Personal,Asistente Social,6,3,Pontificia Universidad Catolica Del Peru,Peru,Trabajo Social,Licenciada En Trabajo Social,Graduado,Universitario,5,1,1,1,4,0
